TransactionID,Time,Amount,MerchantID,TransactionType,Class
T7923,153077,870,M5,Online,Normal
T7924,90235,720,M89,In-Store,Normal
T7925,29918,532,M38,Mobile,Normal
T7926,116586,361,M91,In-Store,Normal
T7927,135638,46,M21,Online,Normal
T7928,165300,995,M97,Online,Normal
T7929,7406,165,M4,In-Store,Normal
T7930,71668,286,M99,Mobile,Normal
T7931,119154,679,M26,Online,Normal
T7932,121639,656,M73,Online,Normal
T7933,18526,134,M56,Online,Normal
T7934,129876,332,M16,Online,Normal
T7935,57090,311,M9,In-Store,Normal
T7936,36016,882,M42,Mobile,Normal
T7937,143503,331,M93,Mobile,Normal
T7938,23366,383,M66,In-Store,Normal
T7939,103262,462,M100,Online,Normal
T7940,37232,578,M99,Online,Normal
T7941,141207,324,M93,Mobile,Normal
T7942,169317,952,M72,In-Store,Normal
T7943,53911,421,M7,Online,Normal
T7944,43523,883,M80,Mobile,Normal
T7945,160184,799,M36,Mobile,Normal
T7946,121275,383,M20,Online,Normal
T7947,82229,551,M47,Mobile,Normal
T7948,47427,429,M56,Online,Normal
T7949,128441,896,M94,Online,Normal
T7950,86949,244,M9,Online,Normal
T7951,43108,473,M8,Online,Normal
T7952,36925,309,M64,Online,Normal
T7953,26590,859,M52,Mobile,Normal
T7954,164813,110,M82,Online,Normal
T7955,66025,264,M65,Online,Normal
T7956,6388,701,M91,Mobile,Normal
T7957,48095,667,M97,Online,Normal
T7958,155324,584,M82,Mobile,Normal
T7959,131658,325,M33,Online,Normal
T7960,17509,878,M27,Online,Normal
T7961,155575,281,M95,In-Store,Normal
T7962,141151,926,M80,Online,Normal
T7963,47964,944,M76,In-Store,Normal
T7964,16058,623,M73,Mobile,Normal
T7965,110738,448,M38,Mobile,Normal
T7966,29,85,M55,Mobile,Normal
T7967,42385,663,M87,In-Store,Normal
T7968,53136,442,M11,Online,Normal
T7969,105830,623,M75,In-Store,Normal
T7970,146863,244,M68,Mobile,Normal
T7971,32375,843,M52,Mobile,Normal
T7972,18284,214,M94,Mobile,Normal
T7973,157307,700,M97,In-Store,Normal
T7974,29208,951,M56,In-Store,Normal
T7975,7908,20,M76,Mobile,Normal
T7976,122339,565,M19,Mobile,Normal
T7977,23303,52,M99,Online,Normal
T7978,144993,578,M62,In-Store,Normal
T7979,90010,467,M68,Mobile,Normal
T7980,137431,716,M41,In-Store,Normal
T7981,132659,961,M32,Mobile,Normal
T7982,123252,873,M55,Mobile,Normal
T7983,155850,258,M20,Mobile,Normal
T7984,2724,872,M1,Online,Normal
T7985,52083,972,M18,In-Store,Normal
T7986,162260,529,M5,Online,Fraudulent
T7987,139444,473,M73,Mobile,Normal
T7988,162270,835,M10,Mobile,Fraudulent
T7989,20732,689,M17,In-Store,Normal
T7990,153398,296,M7,In-Store,Normal
T7991,27585,369,M19,In-Store,Normal
T7992,98125,450,M18,Mobile,Normal
T7993,34707,660,M51,Online,Normal
T7994,12614,366,M88,Online,Normal
T7995,153647,129,M47,Mobile,Fraudulent
T7996,83117,974,M36,Mobile,Normal
T7997,5348,952,M80,Online,Normal
T7998,33493,459,M3,Mobile,Normal
T7999,25314,988,M75,Mobile,Normal
T8000,73437,925,M35,Online,Normal
T8001,167379,432,M67,In-Store,Normal
T8002,69826,74,M7,Mobile,Normal
T8003,62220,295,M83,Mobile,Normal
T8004,89891,484,M36,In-Store,Normal
T8005,60747,164,M70,In-Store,Normal
T8006,14217,397,M19,Mobile,Normal
T8007,127658,372,M95,In-Store,Normal
T8008,117379,128,M15,Mobile,Normal
T8009,110785,878,M61,In-Store,Normal
T8010,170347,425,M99,In-Store,Normal
T8011,65014,369,M88,In-Store,Normal
T8012,159186,976,M26,Online,Normal
T8013,55675,672,M16,In-Store,Normal
T8014,161326,999,M11,Online,Fraudulent
T8015,101845,853,M87,Mobile,Normal
T8016,104351,792,M75,In-Store,Normal
T8017,139885,222,M84,Online,Normal
T8018,123709,937,M86,Online,Normal
T8019,48934,68,M43,In-Store,Normal
T8020,158645,94,M94,Mobile,Normal
T8021,125051,126,M1,In-Store,Normal
T8022,168242,676,M34,Mobile,Fraudulent
T8023,150998,172,M98,Mobile,Normal
T8024,150333,984,M8,Mobile,Normal
T8025,34672,85,M82,Mobile,Normal
T8026,152469,786,M92,Online,Normal
T8027,132181,546,M53,In-Store,Normal
T8028,132983,150,M50,Mobile,Normal
T8029,9297,935,M13,In-Store,Normal
T8030,30117,649,M74,Online,Normal
T8031,10672,383,M93,Online,Normal
T8032,109568,820,M3,Online,Normal
T8033,119399,385,M68,In-Store,Normal
T8034,139722,535,M4,Online,Normal
T8035,26973,1581,M50,In-Store,Normal
T8036,94708,471,M1,In-Store,Normal
T8037,155625,712,M76,Online,Fraudulent
T8038,146839,451,M80,Online,Normal
T8039,139132,451,M17,Online,Normal
T8040,17690,229,M68,In-Store,Normal
T8041,167954,921,M90,Online,Fraudulent
T8042,74349,251,M72,Online,Normal
T8043,118246,542,M61,Online,Normal
T8044,100668,310,M65,In-Store,Normal
T8045,124134,224,M65,In-Store,Normal
T8046,145289,743,M68,Online,Normal
T8047,76373,373,M34,Online,Normal
T8048,3499,677,M82,Mobile,Normal
T8049,31363,769,M23,Mobile,Normal
T8050,79383,872,M9,Mobile,Normal
T8051,122377,896,M14,Online,Normal
T8052,109292,210,M29,Mobile,Normal
T8053,55921,434,M15,Online,Normal
T8054,114697,266,M93,Online,Normal
T8055,139554,270,M92,Mobile,Normal
T8056,119620,571,M90,In-Store,Normal
T8057,27534,433,M55,Mobile,Normal
T8058,97873,784,M38,In-Store,Normal
T8059,108186,907,M12,Mobile,Normal
T8060,9388,858,M32,Mobile,Normal
T8061,62446,473,M16,Online,Normal
T8062,144759,770,M9,In-Store,Normal
T8063,18156,926,M50,In-Store,Normal
T8064,84754,140,M19,Online,Normal
T8065,132580,277,M100,In-Store,Normal
T8066,161935,4450,M40,Online,Normal
T8067,160562,381,M88,Online,Normal
T8068,66841,298,M4,Mobile,Normal
T8069,98812,687,M100,In-Store,Normal
T8070,124610,858,M28,In-Store,Normal
T8071,101990,742,M74,In-Store,Normal
T8072,142011,697,M30,Mobile,Normal
T8073,61524,326,M8,In-Store,Normal
T8074,126783,627,M18,In-Store,Normal
T8075,53083,907,M16,Online,Normal
T8076,59757,712,M9,In-Store,Normal
T8077,142924,476,M80,Online,Normal
T8078,105175,583,M80,In-Store,Normal
T8079,146059,201,M84,Online,Normal
T8080,157203,314,M55,Mobile,Fraudulent
T8081,8539,633,M27,Online,Normal
T8082,158334,385,M26,Online,Normal
T8083,109434,819,M75,In-Store,Normal
T8084,95774,292,M16,In-Store,Normal
T8085,5293,728,M2,Mobile,Normal
T8086,130229,248,M86,Mobile,Normal
T8087,64984,408,M61,Online,Normal
T8088,5756,523,M20,Mobile,Normal
T8089,35117,984,M51,Online,Normal
T8090,160791,687,M54,In-Store,Normal
T8091,102514,670,M91,Online,Normal
T8092,159944,2717,M68,Online,Normal
T8093,111716,52,M66,Mobile,Normal
T8094,162716,372,M40,In-Store,Normal
T8095,81319,333,M67,Mobile,Normal
T8096,133370,539,M95,Online,Normal
T8097,128456,409,M100,Mobile,Normal
T8098,117590,795,M54,Mobile,Normal
T8099,24388,4,M77,In-Store,Normal
T8100,15205,280,M19,Mobile,Normal
T8101,104652,954,M37,Online,Normal
T8102,151057,90,M41,In-Store,Normal
T8103,5759,830,M4,Online,Normal
T8104,95762,927,M82,Mobile,Normal
T8105,35899,876,M90,Mobile,Normal
T8106,108164,800,M13,Mobile,Normal
T8107,16549,305,M21,In-Store,Normal
T8108,60228,924,M84,Online,Normal
T8109,117365,972,M48,In-Store,Normal
T8110,83950,287,M77,In-Store,Normal
T8111,93941,390,M29,In-Store,Normal
T8112,23216,674,M22,Mobile,Normal
T8113,76141,453,M81,Mobile,Normal
T8114,116893,404,M71,Online,Normal
T8115,59275,478,M78,Online,Normal
T8116,140927,889,M59,Online,Normal
T8117,102287,119,M89,Mobile,Normal
T8118,65862,628,M98,Mobile,Normal
T8119,30731,3622,M55,In-Store,Normal
T8120,167125,668,M91,Online,Normal
T8121,52523,946,M83,Mobile,Normal
T8122,136099,766,M80,Mobile,Normal
T8123,126628,424,M26,In-Store,Normal
T8124,32343,782,M2,Online,Normal
T8125,72396,495,M86,In-Store,Normal
T8126,53473,894,M17,Mobile,Normal
T8127,67074,772,M86,In-Store,Normal
T8128,106033,769,M47,Mobile,Normal
T8129,170219,279,M8,Mobile,Fraudulent
T8130,23836,973,M64,Online,Normal
T8131,112696,865,M95,Online,Normal
T8132,99873,766,M25,In-Store,Normal
T8133,139965,526,M85,Online,Normal
T8134,38108,46,M47,In-Store,Normal
T8135,168660,18,M35,Mobile,Fraudulent
T8136,44566,898,M40,Mobile,Normal
T8137,35920,453,M97,In-Store,Normal
T8138,78985,249,M65,Online,Normal
T8139,109541,50,M22,Mobile,Normal
T8140,161815,869,M42,Mobile,Fraudulent
T8141,167059,835,M24,In-Store,Normal
T8142,103905,787,M42,Mobile,Normal
T8143,45380,667,M88,Online,Normal
T8144,105684,1354,M68,Online,Normal
T8145,126965,541,M75,In-Store,Normal
T8146,121593,422,M85,Online,Normal
T8147,142314,342,M39,Mobile,Normal
T8148,32726,300,M88,In-Store,Normal
T8149,10207,160,M42,Mobile,Normal
T8150,73586,358,M8,Mobile,Normal
T8151,28443,920,M28,In-Store,Normal
T8152,54012,786,M43,Mobile,Normal
T8153,148245,222,M39,Online,Normal
T8154,114529,415,M100,Online,Normal
T8155,70863,216,M11,In-Store,Normal
T8156,16667,2112,M93,In-Store,Normal
T8157,92496,48,M20,Online,Normal
T8158,100291,247,M48,Online,Normal
T8159,138385,68,M39,In-Store,Normal
T8160,94474,499,M88,In-Store,Normal
T8161,89642,253,M60,Mobile,Normal
T8162,79123,233,M78,In-Store,Normal
T8163,37702,423,M26,Online,Normal
T8164,44414,267,M71,In-Store,Normal
T8165,89324,456,M7,Mobile,Normal
T8166,47384,59,M1,Mobile,Normal
T8167,69063,74,M81,Online,Normal
T8168,102367,230,M72,In-Store,Normal
T8169,103951,111,M38,In-Store,Normal
T8170,57138,741,M25,Online,Normal
T8171,165784,481,M44,Online,Normal
T8172,160939,3304,M82,Mobile,Normal
T8173,1215,488,M89,Mobile,Normal
T8174,139334,842,M86,Online,Normal
T8175,38563,12,M5,Mobile,Normal
T8176,74417,59,M22,Online,Normal
T8177,119616,312,M22,Mobile,Normal
T8178,144336,443,M71,Online,Normal
T8179,25361,549,M59,Mobile,Normal
T8180,118416,784,M93,In-Store,Normal
T8181,129187,178,M58,Online,Normal
T8182,157374,416,M85,Mobile,Fraudulent
T8183,144587,268,M99,Mobile,Normal
T8184,34138,653,M29,Online,Normal
T8185,68005,648,M43,Mobile,Normal
T8186,61093,65,M80,Online,Normal
T8187,148871,162,M42,In-Store,Normal
T8188,85388,579,M43,In-Store,Normal
T8189,33412,743,M14,Mobile,Normal
T8190,164555,599,M12,In-Store,Normal
T8191,83064,223,M7,In-Store,Normal
T8192,166413,213,M31,In-Store,Normal
T8193,29966,660,M68,Online,Normal
T8194,106818,17,M68,Online,Normal
T8195,102294,714,M37,In-Store,Normal
T8196,134017,203,M84,Online,Normal
T8197,9395,179,M50,In-Store,Normal
T8198,130641,331,M31,Mobile,Normal
T8199,57573,4001,M15,In-Store,Normal
T8200,115325,376,M18,Online,Normal
T8201,102596,99,M85,Mobile,Normal
T8202,85391,335,M98,Mobile,Normal
T8203,16847,390,M12,In-Store,Normal
T8204,34971,209,M89,Online,Normal
T8205,34052,757,M47,Mobile,Normal
T8206,3465,418,M56,Mobile,Normal
T8207,37039,172,M63,Mobile,Normal
T8208,141443,512,M95,Mobile,Normal
T8209,130026,386,M88,In-Store,Normal
T8210,50947,273,M94,In-Store,Normal
T8211,151623,575,M31,Online,Normal
T8212,166453,628,M73,Online,Normal
T8213,127028,409,M62,In-Store,Normal
T8214,101026,30,M93,Mobile,Normal
T8215,103909,692,M45,In-Store,Normal
T8216,103494,652,M25,In-Store,Normal
T8217,9122,311,M18,In-Store,Normal
T8218,105606,501,M61,Online,Normal
T8219,17485,907,M51,In-Store,Normal
T8220,166314,27,M49,Online,Fraudulent
T8221,128171,578,M89,Online,Normal
T8222,147299,656,M87,Online,Normal
T8223,150851,500,M79,Online,Normal
T8224,159710,504,M34,In-Store,Normal
T8225,37838,632,M15,Online,Normal
T8226,93712,471,M35,Mobile,Normal
T8227,46362,663,M52,Mobile,Normal
T8228,13362,780,M10,Mobile,Normal
T8229,36815,446,M29,In-Store,Normal
T8230,159446,867,M21,Mobile,Normal
T8231,95213,83,M99,Online,Normal
T8232,130684,178,M29,Online,Normal
T8233,81675,2018,M24,Mobile,Normal
T8234,161654,815,M56,In-Store,Normal
T8235,112065,785,M50,Online,Normal
T8236,169752,568,M5,Online,Fraudulent
T8237,34049,461,M58,In-Store,Normal
T8238,45824,460,M38,Mobile,Normal
T8239,103651,255,M86,Mobile,Normal
T8240,130016,926,M5,Mobile,Normal
T8241,54405,47,M75,Mobile,Normal
T8242,23608,157,M24,In-Store,Normal
T8243,160708,775,M2,Mobile,Fraudulent
T8244,151376,575,M46,Online,Fraudulent
T8245,128139,511,M25,In-Store,Normal
T8246,74420,138,M4,Online,Normal
T8247,150801,563,M83,Mobile,Normal
T8248,36755,46,M12,Online,Normal
T8249,151748,4461,M99,Mobile,Normal
T8250,86086,753,M84,In-Store,Normal
T8251,154137,95,M27,In-Store,Normal
T8252,148960,794,M51,In-Store,Normal
T8253,158323,868,M25,In-Store,Normal
T8254,18431,16,M93,In-Store,Normal
T8255,143010,327,M69,In-Store,Normal
T8256,18963,105,M71,Online,Normal
T8257,148062,451,M11,In-Store,Normal
T8258,94684,320,M47,Online,Normal
T8259,31593,571,M42,Mobile,Normal
T8260,75855,22,M50,Online,Normal
T8261,84761,247,M31,Mobile,Normal
T8262,34856,191,M61,Mobile,Normal
T8263,161697,664,M67,Online,Normal
T8264,101299,639,M16,Online,Normal
T8265,139230,807,M51,In-Store,Normal
T8266,23847,831,M29,Online,Normal
T8267,110657,621,M98,In-Store,Normal
T8268,48298,893,M58,In-Store,Normal
T8269,56368,201,M62,In-Store,Normal
T8270,31733,4321,M99,Mobile,Normal
T8271,83553,146,M19,In-Store,Normal
T8272,80711,282,M92,Mobile,Normal
T8273,65677,245,M82,In-Store,Normal
T8274,125265,241,M27,In-Store,Normal
T8275,44145,6,M52,Mobile,Normal
T8276,85204,101,M20,Online,Normal
T8277,16997,678,M54,Online,Normal
T8278,109721,299,M10,Online,Normal
T8279,134439,989,M35,Online,Normal
T8280,168055,478,M73,In-Store,Normal
T8281,66248,292,M25,Online,Normal
T8282,162061,300,M15,Mobile,Normal
T8283,157103,14,M62,Online,Normal
T8284,119226,572,M4,Online,Normal
T8285,120946,464,M72,Mobile,Normal
T8286,55670,28,M12,Mobile,Normal
T8287,149785,241,M76,Mobile,Normal
T8288,42390,636,M78,Mobile,Normal
T8289,159238,434,M50,Mobile,Normal
T8290,100005,954,M55,Mobile,Normal
T8291,122898,700,M30,Online,Normal
T8292,168799,358,M47,Mobile,Normal
T8293,12162,163,M11,Mobile,Normal
T8294,151183,173,M22,Online,Normal
T8295,62911,966,M6,In-Store,Normal
T8296,320,933,M28,Online,Normal
T8297,142043,572,M28,In-Store,Normal
T8298,136383,225,M100,In-Store,Normal
T8299,64184,770,M87,Online,Normal
T8300,154527,147,M49,Online,Normal
T8301,154247,992,M90,Mobile,Normal
T8302,89505,14,M41,Online,Normal
T8303,71079,142,M24,In-Store,Normal
T8304,41237,405,M42,Mobile,Normal
T8305,82591,301,M82,Mobile,Normal
T8306,20975,400,M66,Mobile,Normal
T8307,156175,853,M44,Mobile,Normal
T8308,170254,879,M91,Online,Normal
T8309,161029,523,M49,In-Store,Normal
T8310,16882,342,M2,Mobile,Normal
T8311,56770,845,M53,Mobile,Normal
T8312,94581,608,M13,Mobile,Normal
T8313,130123,362,M46,Online,Normal
T8314,34857,326,M100,Mobile,Normal
T8315,65753,131,M53,Mobile,Normal
T8316,163729,592,M94,In-Store,Normal
T8317,79854,524,M17,In-Store,Normal
T8318,67988,712,M27,In-Store,Normal
T8319,145467,695,M83,In-Store,Normal
T8320,158290,260,M20,Mobile,Normal
T8321,97879,971,M37,Mobile,Normal
T8322,31153,24,M46,In-Store,Normal
T8323,168373,565,M1,Mobile,Normal
T8324,83136,853,M75,Online,Normal
T8325,154206,699,M43,In-Store,Normal
T8326,136391,1334,M14,In-Store,Normal
T8327,88141,155,M18,Online,Normal
T8328,27478,813,M58,Mobile,Normal
T8329,165572,896,M63,Mobile,Normal
T8330,107152,658,M88,In-Store,Normal
T8331,153182,200,M84,Mobile,Normal
T8332,166381,871,M63,Online,Normal
T8333,5249,532,M3,Online,Normal
T8334,44805,550,M47,In-Store,Normal
T8335,152427,744,M94,Mobile,Normal
T8336,34413,565,M100,Mobile,Normal
T8337,696,684,M37,Online,Normal
T8338,12070,305,M83,Online,Normal
T8339,67148,765,M5,Online,Normal
T8340,61118,592,M56,Online,Normal
T8341,163103,658,M95,Online,Normal
T8342,17457,431,M38,Mobile,Normal
T8343,65057,179,M57,In-Store,Normal
T8344,11941,89,M71,Mobile,Normal
T8345,138758,198,M49,Mobile,Normal
T8346,59876,863,M80,Mobile,Normal
T8347,77345,374,M72,Online,Normal
T8348,17346,472,M34,Mobile,Normal
T8349,118360,609,M26,Online,Normal
T8350,137396,99,M73,Mobile,Normal
T8351,153968,719,M97,Online,Normal
T8352,147576,887,M39,Online,Normal
T8353,59532,637,M78,Mobile,Normal
T8354,2311,549,M60,Mobile,Normal
T8355,105627,270,M31,Online,Normal
T8356,31413,426,M35,In-Store,Normal
T8357,137266,332,M76,Mobile,Normal
T8358,22506,784,M81,Mobile,Normal
T8359,146536,960,M41,Mobile,Normal
T8360,23150,715,M90,Online,Normal
T8361,33640,24,M37,Online,Normal
T8362,73356,276,M50,In-Store,Normal
T8363,111678,947,M14,In-Store,Normal
T8364,114981,274,M29,Online,Normal
T8365,78613,250,M27,Online,Normal
T8366,126053,119,M47,Online,Normal
T8367,151817,903,M16,In-Store,Normal
T8368,109640,539,M99,In-Store,Normal
T8369,86117,234,M78,In-Store,Normal
T8370,82866,243,M13,In-Store,Normal
T8371,125304,383,M57,Mobile,Normal
T8372,15238,202,M96,In-Store,Normal
T8373,172319,831,M72,Online,Fraudulent
T8374,2698,102,M75,Online,Normal
T8375,155100,720,M74,Online,Normal
T8376,158850,820,M3,Mobile,Normal
T8377,168191,974,M49,Mobile,Normal
T8378,75021,609,M27,Mobile,Normal
T8379,44568,326,M2,Mobile,Normal
T8380,142795,179,M23,Mobile,Normal
T8381,158037,495,M19,Online,Normal
T8382,72007,637,M86,Mobile,Normal
T8383,44206,468,M19,In-Store,Normal
T8384,121423,527,M32,Online,Normal
T8385,33556,879,M44,Mobile,Normal
T8386,163287,434,M20,In-Store,Normal
T8387,100079,669,M12,In-Store,Normal
T8388,84442,4792,M62,In-Store,Normal
T8389,101885,563,M30,In-Store,Normal
T8390,17050,693,M39,Mobile,Normal
T8391,127910,337,M64,Mobile,Normal
T8392,90171,425,M16,Online,Normal
T8393,119188,20,M43,In-Store,Normal
T8394,79718,648,M92,Mobile,Normal
T8395,32400,988,M28,In-Store,Normal
T8396,97310,292,M41,Mobile,Normal
T8397,163461,369,M8,Mobile,Normal
T8398,83010,536,M99,Mobile,Normal
T8399,116405,835,M42,In-Store,Normal
T8400,36858,380,M80,In-Store,Normal
T8401,58279,817,M19,Online,Normal
T8402,150384,306,M31,Mobile,Normal
T8403,101737,180,M8,In-Store,Normal
T8404,59789,210,M25,Mobile,Normal
T8405,165196,31,M53,Online,Normal
T8406,8761,505,M85,Online,Normal
T8407,38874,28,M83,Online,Normal
T8408,39280,773,M21,Online,Normal
T8409,100103,617,M80,Online,Normal
T8410,110149,555,M69,Mobile,Normal
T8411,62858,1477,M10,Online,Normal
T8412,123954,29,M28,Mobile,Normal
T8413,113266,490,M43,Online,Normal
T8414,109762,13,M25,In-Store,Normal
T8415,89186,852,M26,Mobile,Normal
T8416,150601,493,M75,Online,Normal
T8417,130313,501,M36,Online,Normal
T8418,153610,748,M39,Online,Normal
T8419,148631,439,M21,Mobile,Normal
T8420,15281,492,M92,In-Store,Normal
T8421,73746,666,M99,In-Store,Normal
T8422,136734,631,M69,Mobile,Normal
T8423,82075,397,M50,Online,Normal
T8424,134021,443,M60,Mobile,Normal
T8425,6800,36,M24,In-Store,Normal
T8426,78715,673,M25,Online,Normal
T8427,61517,420,M84,Mobile,Normal
T8428,93642,210,M6,Online,Normal
T8429,19821,621,M80,In-Store,Normal
T8430,94179,652,M38,In-Store,Normal
T8431,27128,58,M18,Mobile,Normal
T8432,165725,683,M18,Mobile,Normal
T8433,147490,937,M82,Mobile,Normal
T8434,128259,419,M60,Mobile,Normal
T8435,59749,622,M80,In-Store,Normal
T8436,106433,710,M54,In-Store,Normal
T8437,124286,103,M56,Online,Normal
T8438,70820,800,M32,In-Store,Normal
T8439,18356,89,M35,Online,Normal
T8440,137688,864,M49,In-Store,Normal
T8441,43491,931,M2,Mobile,Normal
T8442,109633,388,M4,Online,Normal
T8443,143902,872,M64,In-Store,Normal
T8444,74111,901,M85,Online,Normal
T8445,140819,108,M75,Online,Normal
T8446,134488,369,M68,In-Store,Normal
T8447,77882,145,M76,Online,Normal
T8448,26831,967,M35,Online,Normal
T8449,150785,298,M62,Mobile,Normal
T8450,83072,197,M34,Mobile,Normal
T8451,161272,416,M71,Online,Normal
T8452,106758,726,M16,Online,Normal
T8453,38341,892,M30,Online,Normal
T8454,152178,175,M68,Online,Fraudulent
T8455,16405,317,M77,Mobile,Normal
T8456,145403,117,M12,Mobile,Normal
T8457,14747,701,M42,In-Store,Normal
T8458,111912,593,M78,Online,Normal
T8459,80515,268,M50,Online,Normal
T8460,134624,920,M22,Online,Normal
T8461,169902,610,M96,Mobile,Normal
T8462,141614,767,M14,In-Store,Normal
T8463,88044,429,M84,Mobile,Normal
T8464,47348,265,M45,Mobile,Normal
T8465,133698,170,M81,Mobile,Normal
T8466,132680,351,M10,Online,Normal
T8467,33116,667,M59,Online,Normal
T8468,135367,290,M99,In-Store,Normal
T8469,5599,746,M82,In-Store,Normal
T8470,132488,994,M46,In-Store,Normal
T8471,79983,769,M27,Online,Normal
T8472,160682,414,M43,Online,Normal
T8473,150066,877,M83,Mobile,Normal
T8474,78977,609,M18,Online,Normal
T8475,86332,899,M42,Online,Normal
T8476,73536,704,M97,Online,Normal
T8477,75449,175,M43,In-Store,Normal
T8478,38791,260,M30,Mobile,Normal
T8479,17101,263,M22,In-Store,Normal
T8480,30711,220,M15,Mobile,Normal
T8481,28712,15,M91,Mobile,Normal
T8482,82592,306,M4,Online,Normal
T8483,158783,815,M77,Mobile,Normal
T8484,60505,727,M7,In-Store,Normal
T8485,141284,968,M25,Mobile,Normal
T8486,11641,40,M13,Online,Normal
T8487,138707,632,M68,In-Store,Normal
T8488,144078,469,M22,Online,Normal
T8489,49240,477,M3,Online,Normal
T8490,78453,921,M40,Online,Normal
T8491,158718,419,M49,Online,Normal
T8492,108210,179,M41,Online,Normal
T8493,9697,692,M16,Mobile,Normal
T8494,166991,254,M44,Mobile,Normal
T8495,77564,158,M93,Mobile,Normal
T8496,1645,365,M13,In-Store,Normal
T8497,156323,311,M11,Mobile,Normal
T8498,13340,141,M61,Mobile,Normal
T8499,134031,420,M52,In-Store,Normal
T8500,9446,999,M34,Online,Normal
T8501,67684,522,M18,Mobile,Normal
T8502,124646,254,M12,In-Store,Normal
T8503,118472,525,M51,Online,Normal
T8504,41699,738,M53,In-Store,Normal
T8505,168148,414,M6,Mobile,Normal
T8506,45378,223,M43,Online,Normal
T8507,18316,432,M69,In-Store,Normal
T8508,133764,756,M52,Online,Normal
T8509,101519,497,M89,In-Store,Normal
T8510,104465,780,M43,Mobile,Normal
T8511,30016,740,M35,In-Store,Normal
T8512,102692,932,M68,Mobile,Normal
T8513,39175,624,M51,Mobile,Normal
T8514,111029,411,M69,Mobile,Normal
T8515,164711,474,M4,Online,Normal
T8516,52804,506,M68,Mobile,Normal
T8517,117701,680,M24,Online,Normal
T8518,14007,709,M58,In-Store,Normal
T8519,81709,627,M87,Mobile,Normal
T8520,114418,229,M92,Mobile,Normal
T8521,105781,499,M56,In-Store,Normal
T8522,123925,427,M67,Mobile,Normal
T8523,165668,708,M70,Mobile,Normal
T8524,45216,697,M60,Online,Normal
T8525,120801,204,M58,Online,Normal
T8526,67586,380,M2,Online,Normal
T8527,46704,490,M18,In-Store,Normal
T8528,131425,1245,M95,Online,Normal
T8529,21824,706,M54,Mobile,Normal
T8530,27487,306,M13,Online,Normal
T8531,124023,648,M89,Mobile,Normal
T8532,2772,779,M62,Online,Normal
T8533,71047,438,M39,Mobile,Normal
T8534,71416,660,M45,Online,Normal
T8535,51728,641,M63,Online,Normal
T8536,51545,260,M14,In-Store,Normal
T8537,148558,875,M63,In-Store,Normal
T8538,157534,277,M48,Online,Normal
T8539,161652,910,M54,Online,Normal
T8540,85781,749,M86,Mobile,Normal
T8541,41932,892,M64,Online,Normal
T8542,74185,100,M82,In-Store,Normal
T8543,96380,299,M35,In-Store,Normal
T8544,150245,469,M92,Mobile,Normal
T8545,76926,720,M64,Mobile,Normal
T8546,86498,82,M79,Mobile,Normal
T8547,141597,859,M8,In-Store,Normal
T8548,120551,980,M53,Online,Normal
T8549,170525,277,M16,Online,Normal
T8550,115810,737,M69,Online,Normal
T8551,15493,63,M80,In-Store,Normal
T8552,128065,938,M37,Mobile,Normal
T8553,19317,327,M36,Mobile,Normal
T8554,28439,122,M75,Online,Normal
T8555,42643,13,M88,Mobile,Normal
T8556,24128,96,M80,Mobile,Normal
T8557,163375,14,M70,Online,Fraudulent
T8558,136982,249,M14,Mobile,Normal
T8559,31109,486,M40,In-Store,Normal
T8560,33249,212,M29,In-Store,Normal
T8561,162931,623,M23,Mobile,Normal
T8562,167273,46,M32,Mobile,Normal
T8563,20250,49,M10,In-Store,Normal
T8564,9742,702,M86,Mobile,Normal
T8565,108292,476,M100,In-Store,Normal
T8566,64300,614,M14,Mobile,Normal
T8567,98593,670,M31,Online,Normal
T8568,44675,467,M57,Online,Normal
T8569,23520,70,M6,Mobile,Normal
T8570,92708,728,M59,Online,Normal
T8571,139978,647,M44,Online,Normal
T8572,71253,373,M70,Mobile,Normal
T8573,94708,231,M32,In-Store,Normal
T8574,149574,443,M37,Online,Normal
T8575,45953,249,M58,In-Store,Normal
T8576,29356,45,M8,In-Store,Normal
T8577,97433,507,M93,In-Store,Normal
T8578,63776,529,M36,Online,Normal
T8579,144636,100,M86,In-Store,Normal
T8580,91932,896,M12,Online,Normal
T8581,124639,395,M37,Online,Normal
T8582,172034,267,M94,Mobile,Normal
T8583,124137,883,M7,In-Store,Normal
T8584,34249,592,M67,Mobile,Normal
T8585,147438,409,M83,Mobile,Normal
T8586,121605,575,M66,Mobile,Normal
T8587,116035,180,M20,Mobile,Normal
T8588,95577,227,M98,Mobile,Normal
T8589,31508,429,M24,Online,Normal
T8590,151384,722,M96,Mobile,Normal
T8591,42192,581,M22,In-Store,Normal
T8592,40368,448,M85,Online,Normal
T8593,28242,785,M33,Mobile,Normal
T8594,77216,3959,M27,Online,Normal
T8595,148209,987,M46,Online,Normal
T8596,74788,300,M64,In-Store,Normal
T8597,78720,493,M12,Mobile,Normal
T8598,1495,899,M18,Online,Normal
T8599,109405,586,M55,Mobile,Normal
T8600,44481,727,M28,Online,Normal
T8601,76270,542,M17,Online,Normal
T8602,1926,482,M30,Online,Normal
T8603,88432,880,M34,Mobile,Normal
T8604,47888,343,M49,Online,Normal
T8605,18503,783,M5,Mobile,Normal
T8606,107075,249,M9,Online,Normal
